,time,soc,curr,volt
30131,39:56.7,96.5,2.9,374.7
30132,40:04.5,96.5,3,374.7
30133,40:12.2,96.5,2.8,374.6
30134,40:20.4,96.5,2.9,374.6
30135,40:27.7,96.5,3,374.6
30136,40:35.4,96.5,2.8,374.6
30137,40:43.3,96.5,3.2,374.6
30138,40:57.0,96.5,5.3,374.4
30139,41:11.1,96.5,0.1,374.6
30140,41:26.2,96.5,-7.3,375
30141,41:39.9,96.5,3.7,374.6
30142,41:54.8,96.5,-11,375.2
30143,42:08.6,96.5,-25.1,375.8
30144,42:22.7,96.5,4.2,374.3
30145,42:36.5,96.5,45.8,372.2
30146,42:44.3,96.5,34.6,372.9
30147,42:52.1,96.5,-5.6,374.9
30148,43:06.0,96.5,20.1,373.5
30149,43:19.6,96.5,0,374.6
30150,43:27.4,96.5,13,373.8
30151,43:35.1,96.5,2.2,374.3
30152,43:50.4,96.5,2.8,374.3
30153,44:04.0,96.5,2.5,374.4
30154,44:12.1,96.5,14.8,373.8
30155,44:19.9,96.5,10.9,374
30156,44:35.8,96.5,0,374.4
30157,44:36.8,96.5,0,374.4
30158,44:38.1,96.5,-44.3,376.3
30159,44:47.6,96.5,-10.4,375
30160,44:55.7,96.5,-9.7,374.8
30161,45:03.6,96.5,-5.5,374.8
30162,45:11.6,96.5,85.8,369.9
30163,45:19.6,96.5,-33.7,375.9
30164,45:27.5,96.5,2,374.3
30165,45:35.5,96.5,52.7,371.7
30166,45:43.0,96,63.5,370.3
30167,45:50.5,96,12.4,372.6
30168,46:03.0,96.5,72.4,370.8
30169,46:03.7,96.5,72.4,370.8
30170,46:10.4,96.5,72.4,370.8
30171,46:43.9,96.5,2.2,374.2
30172,46:54.3,96.5,2.2,374.1
30173,47:01.6,96,33.8,372.4
30174,47:09.2,96,81.7,369.6
30175,47:16.6,96,-42.9,375.9
30176,47:24.4,96,-20.2,375.2
30177,47:32.2,96,2.1,374
30178,47:39.7,96,2.3,374
30179,47:48.0,96,2.2,374
30180,47:55.8,96,2.3,374
30181,48:03.3,96,2,374
30182,48:11.8,96,2.1,374
30183,48:19.3,96,2.3,374
30184,48:27.8,96,2.3,374
30185,48:32.0,96,2.3,374
30186,48:40.7,96,2.1,374
30187,48:48.2,96,103.6,368.2
30188,48:55.7,96,-74.7,377.5
30189,49:03.2,96,2.1,374
30190,49:10.8,96,4.4,373.7
30191,49:18.3,96,5.3,373.7
30192,49:25.8,96,2.3,373.9
30193,49:33.3,96,4.1,373.8
30194,49:41.0,96,2.1,373.9
30195,49:49.3,96,2.3,373.9
30196,49:56.8,96,2.2,373.9
30197,50:04.6,96,2.2,373.9
30198,50:12.5,96,2.1,373.9
30199,50:20.1,96,2.2,373.9
30200,50:28.0,96,2.3,373.9
30201,50:36.1,96,2.6,373.6
30202,50:43.9,96,-20.4,374.8
30203,50:51.4,96,2.1,373.8
30204,50:59.5,96,-1.9,374
30205,51:07.4,96,3.9,373.6
30206,51:16.0,96,7,373.4
30207,51:29.7,96,-8.8,374.4
30208,51:43.9,96,4.7,373.7
30209,51:57.7,96,2.5,373.8
30210,52:17.1,96,1.2,373.9
30211,52:31.5,96,2.5,373.7
30212,52:45.3,96,2,373.8
30213,52:59.5,96,22.4,372.9
30214,53:13.7,96,2.9,373.7
30215,53:27.8,96,4.1,373.6
30216,53:41.8,96,3.3,373.6
30217,04:26.5,96,3.3,373.6
30218,04:51.0,96,3.3,373.6
30219,51:33.3,96,3.1,373.7
30220,51:47.1,96,2.9,373.7
30221,52:01.2,96,3.1,373.7
30222,52:15.0,96,6.9,373.4
30223,52:28.9,96,-2,373.8
30224,52:43.2,96,0.8,373.7
30225,52:58.8,96,17.1,372.8
30226,53:12.5,96,48.2,371.1
30227,53:27.0,95.5,-8.2,373.8
30228,53:40.8,95.5,-5.9,373.8
30229,53:54.5,95.5,11.3,372.7
30230,54:11.0,95.5,2.5,373.2
30231,54:24.8,95.5,-16.1,374
30232,54:38.6,95.5,-11.3,373.8
30233,54:52.6,95.5,14.4,372.6
30234,55:09.0,95.5,9.7,372.8
30235,55:25.1,95.5,70.1,369.6
30236,55:42.7,95.5,2.2,373.1
30237,55:58.2,95.5,2,373.1
30238,56:12.0,95.5,4,373
30239,56:25.7,95.5,14.1,372
30240,56:40.6,95.5,29.1,372
30241,56:54.8,95.5,-63.7,375.6
30242,57:09.0,95,14.1,371.7
30243,57:22.8,95.5,59.2,370
30244,57:36.7,95.5,2.1,373
30245,57:50.7,95,-26.8,374.2
30246,58:04.2,95,-39.9,374.5
30247,58:18.3,95,-16.3,373.5
30248,58:32.4,95,2,372.7
30249,58:46.4,95,4.3,372.6
30250,59:00.4,95,34.3,371.2
30251,59:15.3,95,2.2,372.7
30252,59:29.4,95,42.5,370.7
30253,59:43.3,95,2.6,372.3
30254,59:57.9,95,4.3,372.5
30255,00:34.4,95,7.1,372.2
30256,00:49.9,95,23.4,371.4
30257,01:04.6,95,36.1,370.6
30258,01:19.3,95,33.1,370.7
30259,01:33.1,95,-16.6,373.2
30260,01:49.4,95,3.9,372.2
30261,02:05.0,95,0.9,372.3
30262,02:19.2,95,2,372.3
30263,29:08.8,95,2.5,372.3
30264,29:22.3,95,47,370
30265,29:36.2,94.5,10.7,371.8
30266,29:50.2,94.5,9.6,371.7
30267,30:08.3,94.5,2.8,372.3
30268,30:09.2,94.5,2.8,372.3
30269,30:22.2,94.5,3.1,372.2
30270,30:36.0,94.5,-11.3,372.9
30271,30:50.1,94.5,-3.5,372.5
30272,31:04.2,94.5,0.5,372.3
30273,31:18.2,94.5,-1.8,372.4
30274,31:32.1,94.5,-33.5,373.7
30275,31:46.2,94.5,23.8,370.9
30276,32:00.4,94.5,3.3,372
30277,32:14.2,94.5,2.4,372
30278,32:28.2,94.5,2.5,372
30279,32:42.3,94.5,2.2,372.1
30280,32:56.3,94.5,2.1,372.1
30281,33:10.1,94.5,2,372
30282,33:24.3,94.5,2.2,372
30283,33:38.2,94.5,1.1,372.1
30284,33:52.4,94.5,2.2,372
30285,34:06.3,94.5,1,372.1
30286,35:20.0,94.5,2.1,372
30287,35:33.8,94.5,2.3,372
30288,35:48.0,94.5,2.3,372
30289,36:02.0,94.5,2.2,372
30290,36:15.9,94.5,2,372
30291,36:30.0,94.5,8.8,371.5
30292,36:47.8,94.5,2.3,371.9
30293,36:49.2,94.5,2.3,371.9
30294,36:56.4,94.5,-15.2,372.5
30295,37:03.8,94.5,2.1,371.8
30296,37:11.4,94.5,8.2,371.5
30297,37:19.4,94.5,-3.7,372.2
30298,37:26.9,94.5,3.3,371.8
30299,37:34.4,94.5,5.5,371.7
30300,37:41.9,94.5,-12.2,372.1
30301,37:49.6,94.5,-0.4,372
30302,37:57.4,94.5,1,371.9
30303,38:04.9,94.5,2.1,371.8
30304,38:13.0,94.5,2.8,371.8
30305,38:21.0,94.5,0.8,371.7
30306,38:28.4,94.5,2.7,371.8
30307,38:35.8,94.5,30.3,370.2
30308,38:43.3,94.5,59.1,368.3
30309,38:50.9,94.5,25.8,370
30310,38:58.4,94,-9.3,371.6
30311,39:05.9,94.5,20,370.6
30312,39:13.7,94,1.1,370.9
30313,39:21.1,94.5,-9.4,372.4
30314,39:28.8,94,0.9,371.1
30315,39:36.6,94.5,4.1,371.7
30316,39:44.6,94.5,-17,372.5
30317,39:52.1,94.5,20.3,370.7
30318,40:00.1,94,0.9,371.6
30319,40:08.5,94,3.5,371.4
30320,40:16.1,94,35.5,369.9
30321,40:24.1,94,56.9,367.8
30322,40:32.0,94,26.3,369.7
30323,40:39.6,94,-60.7,374.2
30324,40:47.5,94,18.5,370.9
30325,40:55.0,94,66.6,367.7
30326,41:02.9,94,-10.1,370.9
30327,41:10.5,94,47.6,368.3
30328,41:18.5,94,16.3,370
30329,41:26.3,94,-57.6,374
30330,41:33.5,94,4,371.3
30331,41:41.1,94,40.9,368.6
30332,41:48.6,94,-52.3,373.8
30333,41:58.1,94,91.8,365.9
30334,42:05.6,94,-31.2,372
30335,42:13.6,94,-3.2,371.4
30336,42:21.1,94,15.6,370.4
30337,42:28.8,94,1.2,371.1
30338,42:36.5,94,2.8,371.1
30339,42:44.1,94,1.9,371.1
30340,42:52.2,94,1.9,371.1
30341,42:59.8,94,1.4,371
30342,43:07.1,94,2,371.1
30343,43:14.9,94,0,371.3
30344,43:22.7,94,101.7,365.5
30345,43:30.7,93.5,-21.9,371.6
30346,43:38.9,94,24.6,370.2
30347,43:47.3,93.5,71.8,366
30348,43:55.3,93.5,31,368.1
30349,44:03.2,93.5,-54.3,373.1
30350,44:10.7,93.5,0.5,371.1
30351,44:18.2,93.5,2.4,370.8
30352,44:25.7,93.5,1.7,370.8
30353,44:33.2,93.5,1.4,370.9
30354,44:40.7,93.5,1.8,370.8
30355,44:48.2,93.5,2,370.8
30356,44:55.7,93.5,0.9,370.9
30357,45:03.2,93.5,2.7,370.8
30358,45:10.7,93.5,26.7,369.7
30359,45:25.6,93.5,57.9,367.5
30360,45:25.6,93.5,57.9,367.5
30361,45:30.1,93.5,-25.2,372.4
30362,45:38.0,93.5,-12.1,371.5
30363,45:45.3,93.5,15,370.3
30364,45:53.1,93.5,59.7,367.8
30365,46:00.8,93.5,-39.3,372.7
30366,46:08.3,93.5,25.4,369
30367,46:15.8,93.5,-50.7,373
30368,46:23.3,93.5,62.9,367.4
30369,46:30.9,93.5,-53.9,373.2
30370,46:38.9,93.5,30.6,369.5
30371,46:46.8,93.5,-12.9,371.7
30372,46:54.4,93.5,62.1,366.8
30373,47:02.0,93.5,-23.5,372
30374,47:09.9,93.5,7.1,370.4
30375,47:17.6,93.5,-9,370.6
30376,47:24.9,93.5,15.1,370
30377,47:32.4,93.5,41.3,368.3
30378,47:39.9,93.5,77.4,366.1
30379,47:47.4,93.5,-30.1,372.3
30380,47:54.9,93.5,98.7,365.6
30381,48:03.0,93,-23.3,370.8
30382,48:10.9,93,28,368.2
30383,48:18.5,93,140.4,362.4
30384,48:26.0,93,66.4,365.8
30385,48:33.6,93,-63.4,372.9
30386,48:42.1,93,25.3,368.2
30387,48:49.5,93,142.5,362
30388,48:56.9,93,52.7,366.3
30389,49:04.4,93,84.2,365.4
30390,49:12.1,92.5,-53.8,371.2
30391,49:47.1,92.5,-72.8,373.2
30392,49:54.5,93,19.9,369
30393,50:02.1,93,16.2,369.2
30394,50:09.6,93,2.5,369.8
30395,50:17.5,93,2.4,369.9
30396,50:25.1,93,6.6,369.4
30397,50:32.8,93,51.6,367.5
30398,50:40.1,93,-68.4,373.6
30399,50:47.6,93,2,370.1
30400,50:55.1,93,72.5,366.4
30401,51:02.6,92.5,-19.3,370.8
30402,51:10.1,92.5,116.8,363.3
30403,51:18.7,92.5,-95.4,374.5
30404,51:26.7,92.5,12,369.4
30405,51:34.7,92.5,52.3,367
30406,51:42.2,92.5,-0.1,368.3
30407,51:50.1,92.5,-2.8,369.6
30408,51:58.2,92.5,-29.2,371.5
30409,52:05.6,92.5,11.4,368.9
30410,52:13.2,92.5,-1.5,370.2
30411,52:20.9,92.5,133.5,361.8
30412,52:28.2,92.5,59.5,366.5
30413,52:35.7,92.5,-47.9,371.8
30414,52:43.2,92.5,1.9,369.7
30415,52:51.0,92.5,1.4,369.7
30416,52:58.7,92.5,1.8,369.6
30417,53:06.3,92.5,1.9,369.6
30418,53:13.8,92.5,1,369.7
30419,53:21.4,92.5,1.9,369.6
30420,53:29.4,92.5,2.4,369.6
30421,53:36.8,92.5,0.7,369.7
30422,53:44.4,92.5,2.3,369.7
30423,53:52.0,92.5,27.9,368.4
30424,54:00.0,92.5,-21.1,370.4
30425,54:09.4,92.5,56.9,366.4
30426,54:17.8,92.5,16.7,368.3
30427,54:25.3,92.5,42.7,366.8
30428,54:32.8,92.5,8.4,369.4
30429,54:40.3,92.5,-38.5,371.2
30430,54:47.8,92.5,-13.2,370.3
30431,54:55.3,92.5,-3.6,369.8
30432,55:09.2,92.5,3.5,369.4
30433,55:23.2,92.5,2.1,369.5
30434,55:37.2,92.5,6,369.3
30435,55:51.0,92.5,2.9,369.4
30436,56:04.7,92.5,2.1,369.5
30437,03:11.2,92.5,0,369.8
30438,03:24.9,92.5,3,369.6
30439,03:38.7,92.5,2.7,369.6
30440,03:52.5,92,2.4,369.6
30441,04:06.7,92,2.2,369.6
30442,04:25.1,92,2,369.6
30443,04:39.0,92,2,369.6
30444,04:52.7,92,1,369.7
30445,05:06.8,92,1.9,369.6
30446,05:20.7,92,0.8,369.6
30447,05:34.7,92,1.9,369.6
30448,05:48.7,92,0.6,369.7
30449,06:02.8,92,1.9,369.6
30450,06:16.9,92,1.8,369.6
30451,06:30.4,92,0.8,369.6
30452,06:44.2,92,1.8,369.6
30453,06:58.4,92,0.7,369.6
30454,07:12.1,92,2,369.6
30455,07:25.8,92,1.9,369.5
30456,07:39.8,92,0.8,369.6
30457,07:53.8,92,2.4,369.5
30458,08:07.9,92,0.9,369.6
30459,08:22.0,92,6.8,369.3
30460,08:35.9,92,9.9,369.1
30461,08:46.3,92,9.9,369.1
30462,08:46.3,92,9.9,369.1
30463,08:47.4,92,12.1,368.7
30464,08:56.1,92,-10.2,369.9
30465,09:03.9,92,5.9,368.9
30466,09:11.2,92,31.2,367.8
30467,09:18.8,92,73.6,365.8
30468,09:27.2,92,-55.9,371.7
30469,09:34.7,92,52.5,366.5
30470,09:43.2,92,69.3,365.6
30471,09:53.6,92,-36.2,370.3
30472,09:58.5,92,-36.2,370.3
30473,10:01.1,92,-36.2,370.3
30474,10:09.4,92,-53.2,371.9
30475,10:16.9,92,0.9,369.2
30476,10:24.4,92,1.9,369.1
30477,10:32.0,92,1.8,369.1
30478,10:39.5,92,0.9,369.2
30479,10:47.0,92,1.8,369.1
30480,10:54.7,92,2,369.1
30481,11:02.5,92,1.5,369.2
30482,11:10.2,92,1.9,369.1
30483,11:17.5,92,2.1,369.1
30484,11:25.0,92,0.8,369.2
30485,11:32.5,92,2,369.1
30486,11:40.0,92,2.7,369.1
30487,11:47.6,92,0.9,369.2
30488,11:55.2,92,49.6,366.7
30489,12:03.5,92,112.5,363.3
30490,12:11.4,91.5,44.9,365.6
30491,12:19.6,91.5,-115.6,374.1
30492,12:27.1,91.5,32.1,366.8
30493,12:35.1,91.5,42.1,366.6
30494,12:42.6,91.5,26.3,367
30495,12:50.1,91.5,36.2,366.3
30496,12:57.6,91.5,22.7,367.2
30497,13:05.6,91.5,36.8,366.8
30498,13:13.1,91.5,9.2,368
30499,13:20.9,91.5,44.7,366.5
30500,13:28.7,91.5,30.7,366.9
30501,13:40.1,91.5,88,363.5
30502,13:47.7,91.5,-53.5,371.2
30503,14:03.3,91.5,6.7,367.9
30504,14:03.3,91.5,6.7,367.9
30505,14:07.1,91.5,4,368.5
30506,14:14.7,91.5,2.8,368.6
30507,14:22.2,91.5,12.7,367.9
30508,14:30.0,91.5,16.1,367.9
30509,14:37.7,91.5,2.6,368.5
30510,14:45.6,91.5,19.6,367.7
30511,14:57.4,91.5,63.8,364.8
30512,14:59.1,91.5,63.8,364.8
30513,15:06.6,91.5,35.8,366.2
30514,15:30.3,91.5,20.6,367.2
30515,15:30.9,91.5,20.6,367.2
30516,15:30.9,91.5,20.6,367.2
30517,15:38.9,91.5,13,368.1
30518,15:46.4,91.5,-50.8,371.4
30519,15:54.4,91.5,2,368.7
30520,16:02.0,91.5,54.6,365.7
30521,16:18.3,91.5,63.5,364.8
30522,16:18.3,91.5,63.5,364.8
30523,16:29.4,91,54.5,365.2
30524,16:29.4,91,54.5,365.2
30525,16:30.2,91,54.5,365.2
30526,16:37.3,91,38.5,366.1
30527,16:45.3,91,-15,369.6
30528,16:52.8,91,-52,371.1
30529,17:00.3,91,2.6,368.5
30530,17:07.9,91,0.9,368.5
30531,17:15.4,91,1.6,368.5
30532,17:22.9,91,2.3,368.4
30533,17:30.4,91,0.7,368.5
30534,17:37.9,91,2.9,368.4
30535,17:45.4,91,2,368.5
30536,17:52.9,91,1,368.5
30537,18:00.4,91,2.2,368.4
30538,18:07.9,91,1.8,368.4
30539,18:15.5,91,26,367.3
30540,18:23.1,91,90,363.4
30541,18:31.2,91,69.4,364
30542,18:38.7,91,22.7,366.5
30543,18:46.0,91,13,366.6
30544,18:53.5,91,-33.6,369.5
30545,19:02.0,91,-5.9,367.9
30546,19:09.5,91,-12.4,368.8
30547,19:23.0,91,8.9,367.5
30548,19:30.6,91,2,367.6
30549,19:38.0,91,-41.5,370.6
30550,19:45.6,91,4.4,368.1
30551,19:54.1,91,1.3,368.2
30552,20:01.8,91,1.8,368.1
30553,20:09.2,91,21.9,367.2
30554,20:19.6,91,13.2,367.5
30555,20:33.0,91,116,361.6
30556,20:34.9,91,116,361.6
30557,20:39.4,90.5,-6.9,368
30558,20:47.1,90.5,-17,368.6
30559,20:54.7,91,-44.1,370.1
30560,21:02.4,91,0.7,367.8
30561,21:10.1,91,1.9,368
30562,21:17.7,91,1.1,368
30563,21:25.2,91,0.9,368
30564,21:32.9,91,2,368
30565,21:40.4,91,0.8,368
30566,21:48.4,91,1,368.1
30567,21:56.2,91,2.4,368
30568,22:03.9,91,0.7,368.1
30569,22:11.2,91,1.4,368.1
30570,22:18.7,90.5,99.8,362.5
30571,22:26.2,90.5,9.4,366.6
30572,22:34.1,90.5,-6.5,367.5
30573,22:41.7,90.5,0,367.8
30574,22:49.2,90.5,31.3,366.2
30575,22:56.9,90.5,27.7,366.3
30576,23:04.6,90.5,21.1,366.7
30577,23:12.3,90.5,-8.3,368
30578,23:27.3,90.5,-0.5,367.6
30579,23:40.9,90.5,7.7,367.1
30580,24:01.9,90.5,44.9,365.2
30581,24:01.9,90.5,44.9,365.2
30582,24:05.8,90.5,5.8,367.2
30583,24:20.4,90.5,8.6,366.7
30584,24:34.9,90.5,-5.3,367.5
30585,24:48.5,90.5,45.5,365.2
30586,25:02.8,90.5,0.8,367.3
30587,25:16.7,90.5,4.6,367.1
30588,23:42.9,90.5,3.4,367.5
30589,24:10.7,90.5,6,367.3
30590,24:24.5,90.5,7,367.2
30591,24:38.6,90.5,-16.2,368.5
30592,24:52.8,90.5,-22.8,368.7
30593,25:06.6,90.5,-14.7,368.4
30594,25:21.4,90.5,7.7,367.2
30595,25:35.8,90,31.4,365.9
30596,25:49.7,90,3.4,367.2
30597,26:03.3,90,61,364.1
30598,26:17.2,90,2.4,367.1
30599,26:31.3,90,4.5,367
30600,26:45.2,90,13.9,366.2
30601,26:59.1,90,-6.5,367.4
30602,27:12.7,90,4.9,367.1
30603,27:26.3,90,12.1,366.7
30604,27:40.4,90,-44.6,369.2
30605,27:54.4,90,2.1,367.2
30606,28:04.1,90,2.2,367.2
30607,28:11.8,90,2.1,367.2
30608,28:25.5,90,2.2,367.1
30609,28:33.2,90,2,367.1
30610,28:40.6,90,2.1,367.1
30611,28:54.3,90,2.2,367.1
30612,29:08.3,90,2,367.1
30613,29:16.2,90,3.7,366.9
30614,29:23.7,90,27.6,365.4
30615,29:32.0,90,44.8,364.4
30616,29:42.0,90,10.5,366
30617,29:52.0,90,38.4,364.6
30618,30:07.0,90,1.9,366.5
30619,30:14.9,90,-14.8,367.5
30620,30:22.8,89.5,70.8,362.4
30621,30:30.4,89.5,29.6,364.5
30622,30:38.6,89.5,35.6,363.9
30623,30:46.3,89.5,28.3,364.3
30624,30:53.8,89.5,18.2,364.9
30625,31:01.3,89.5,53.6,362.7
30626,31:08.8,89.5,48.4,362.6
30627,31:16.3,89.5,53.4,362.1
30628,31:28.0,89,62.8,361.8
30629,31:36.3,89,-12,366
30630,31:44.9,89,26.8,363.9
30631,31:58.4,89,45.4,363.5
30632,32:06.5,89,20.5,363.8
30633,32:21.0,89,16.8,364.1
30634,32:35.2,89,46.1,362.4
30635,32:44.9,89,36.8,362.7
30636,32:52.6,88.5,36.2,362.6
30637,33:00.6,88.5,29.4,362.8
30638,33:08.2,88.5,4.7,364.1
30639,33:15.9,88.5,16.2,363.8
30640,33:29.7,88.5,13.6,364
30641,33:37.6,88.5,68,361.2
30642,33:49.2,88.5,47.4,361.7
30643,33:57.5,88.5,-17.1,365.3
30644,34:09.0,88.5,26.2,363
30645,34:16.8,88.5,33.3,362.4
30646,34:25.1,88.5,14.4,363.5
30647,34:32.6,88,43.7,361.9
30648,34:40.0,88,2.4,364.4
30649,34:47.5,88,41.6,362.1
30650,34:55.0,88,25.5,362.8
30651,35:02.5,88,50.1,361.2
30652,35:10.0,88,22.9,362.4
30653,35:17.6,88,31.2,361.9
30654,35:25.1,88,24.6,362.4
30655,35:33.4,88,26,362.4
30656,35:51.8,88,36,361.6
30657,35:51.9,88,36,361.6
30658,35:51.9,88,36,361.6
30659,35:53.9,87.5,28.4,361.8
30660,36:02.4,87.5,29.7,361.7
30661,36:10.2,87.5,-45,366
30662,36:18.5,87.5,39.8,361.5
30663,36:26.4,87.5,29.6,361.7
30664,36:34.1,87.5,19.9,362.3
30665,36:41.6,87.5,20.9,362.2
30666,36:50.1,87.5,40.6,361.6
30667,36:57.7,87.5,2.8,363.3
30668,37:05.2,87.5,25.7,362.1
30669,37:12.7,87.5,15.9,362.5
30670,37:20.1,87.5,45.9,360.9
30671,37:27.9,87.5,50.8,360.3
30672,37:35.7,87,-38.1,364.8
30673,37:43.2,87,36.4,361.5
30674,37:50.7,87,64,359.7
30675,37:59.0,87,38.6,360.8
30676,38:07.0,87,72.2,358.7
30677,38:14.2,87,49,359.5
30678,38:27.2,87,26.3,360.8
30679,38:34.8,86.5,57.9,358.8
30680,38:42.3,86.5,18.9,361.3
30681,38:50.0,86.5,-9.3,362.6
30682,38:57.3,86.5,-10,362.1
30683,39:05.1,86.5,4.9,362.6
30684,39:12.8,86.5,-6.8,363.3
30685,39:20.3,86.5,4.2,363
30686,39:27.8,86.5,-42.8,365.3
30687,39:35.3,86.5,26.4,362.1
30688,39:42.9,86.5,15,362.2
30689,39:50.3,86.5,0.7,363.7
30690,39:57.8,86.5,22.6,361.5
30691,40:05.3,86.5,16,362.6
30692,40:13.1,86.5,-10.9,363.9
30693,40:20.4,86.5,75.5,359.4
30694,40:27.9,86.5,91.8,357.4
30695,40:43.6,86.5,91.8,357.4
30696,40:43.6,86.5,91.8,357.4
30697,40:48.9,86.5,34.8,359.7
30698,40:56.4,86,31.3,360
30699,41:03.9,86,-106.4,367
30700,41:11.4,86,3.9,361.9
30701,41:18.9,86,47.7,358.9
30702,41:27.0,86,47.1,358.8
30703,41:34.9,86,-24.8,363.1
30704,41:42.4,86,-62.8,366.1
30705,41:50.3,86,3.8,362.3
30706,42:00.0,86,-6,363.1
30707,42:08.0,86,51.7,360.2
30708,42:15.5,86,21.2,361.3
30709,42:23.0,86,-83.4,366.3
30710,42:30.7,86,-44.7,365.4
30711,42:38.0,86,-3.7,363.6
30712,42:45.8,86,2.8,363
30713,42:53.5,86,2.8,363
30714,43:01.0,86,3,362.9
30715,43:08.5,86,2.8,362.9
30716,43:16.6,86,51.3,360.2
30717,43:24.0,86,40.9,360.8
30718,43:31.6,86,23.1,361.4
30719,43:39.1,86,44.2,360.5
30720,43:46.8,86,2.5,362.3
30721,44:27.4,86,1.6,362.4
30722,44:28.1,86,1.6,362.4
30723,44:28.1,86,1.6,362.4
30724,44:28.2,86,1.6,362.4
30725,45:04.2,86,1.6,362.9
30726,45:11.7,86,2.9,362.6
30727,45:19.2,86,2.6,362.6
30728,45:26.7,86,2.5,362.6
30729,45:34.2,86,86.7,357.7
30730,45:41.7,85.5,47.3,358.9
30731,45:49.9,85.5,14.5,360.9
30732,45:58.4,85.5,-26.5,363.4
30733,46:06.6,86,-8.7,363.1
30734,46:21.1,86,15.4,361.7
30735,46:41.5,85.5,23.9,361.2
30736,46:41.5,85.5,23.9,361.2
30737,46:46.2,85.5,4,362.2
30738,47:02.2,85.5,3.7,362.2
30739,47:16.0,85.5,4.2,362.2
30740,47:30.3,85.5,0.4,362.5
30741,06:52.8,0,0,362.9
30742,07:06.5,85.5,2,362.7
30743,07:21.3,85.5,8.9,362.3
30744,07:36.6,85.5,-2.3,362.8
30745,07:52.0,85.5,0.2,362.6
30746,08:08.0,85.5,19,361.6
30747,08:22.3,85.5,88.6,357.6
30748,08:35.8,85.5,3.2,362.4
30749,08:50.3,85.5,88.9,356.9
30750,09:05.3,85,36,358.9
30751,09:19.3,85,51.2,357.9
30752,09:33.3,85.5,-8,362.8
30753,09:47.2,85,-42.9,363.3
30754,09:54.9,85,54.5,357.7
30755,10:02.6,85,50.3,357.8
30756,10:10.6,85,35,358.5
30757,10:19.7,85,17.4,359.6
30758,10:28.9,85,1.4,361
30759,10:36.4,85,62.4,357.7
30760,10:44.0,85,49.7,358.1
30761,10:51.8,84.5,100.1,354.8
30762,10:59.5,84.5,37.3,357.5
30763,11:07.0,84.5,22.2,358.1
30764,11:14.7,84.5,1.9,359.7
30765,11:22.7,84.5,8.8,359.7
30766,11:30.5,84.5,16.1,359
30767,11:38.2,84.5,17,359.1
30768,11:46.0,84.5,3.8,360.4
30769,11:53.9,84.5,24.6,359.2
30770,12:02.6,84.5,53.9,357.7
30771,12:10.0,84.5,-25.4,361.8
30772,12:17.6,84.5,-48.7,363.3
30773,12:25.1,84.5,65.8,357.9
30774,12:32.5,84.5,82.8,355.6
30775,12:40.0,84,61,356.3
30776,12:47.6,84,61.2,355.9
30777,12:55.1,84,47.7,356.3
30778,13:02.6,84,60.6,355.6
30779,13:10.1,84,6.9,358.5
30780,13:17.8,84,12.7,358.2
30781,13:25.7,84,61.5,355.9
30782,13:35.2,83.5,59.1,355.1
30783,13:42.8,83.5,71.4,354.4
30784,13:50.7,83.5,19.3,356.8
30785,13:58.5,83.5,-7.4,359.5
30786,14:06.3,83.5,-16.6,360.3
30787,14:14.4,83.5,-22.7,361
30788,14:21.7,83.5,-59.1,362.7
30789,14:31.6,83.5,47.3,356.8
30790,14:39.4,83.5,54.1,356
30791,14:46.7,83.5,-214.1,369.3
30792,14:54.7,83.5,49.8,356.9
30793,15:05.6,83.5,23.1,358
30794,15:13.2,83.5,18,358.1
30795,15:20.8,83.5,44.2,357.2
30796,15:28.2,83.5,14,358.2
30797,15:37.3,83.5,17.7,358.2
30798,15:44.8,83,21.9,357.9
30799,16:08.0,83,22.9,357.3
30800,16:08.0,83,22.9,357.3
30801,16:08.0,83,22.9,357.3
30802,16:08.0,83,22.9,357.3
30803,16:14.5,83,37.8,356.7
30804,16:24.1,83,34.3,356.3
30805,16:34.5,83,28.1,356.8
30806,16:37.2,83,28.1,356.8
30807,16:43.8,83,30.3,357.2
30808,16:51.3,83,31.9,356.8
30809,16:58.8,83,-56.9,362
30810,17:06.4,83,53.9,356.2
30811,17:13.9,83,32.1,357.1
30812,17:21.6,82.5,78,353.6
30813,17:29.8,82.5,66.7,353.8
30814,17:37.4,82.5,31.9,356
30815,17:45.1,82.5,44.4,355.1
30816,17:52.9,82.5,47.5,354.6
30817,18:00.6,82.5,62.1,354
30818,18:09.5,82,32.8,355.2
30819,18:17.7,82,48,354.3
30820,18:25.4,82,-76.9,361.7
30821,18:39.8,82,113.1,351.9
30822,18:47.5,82,57.7,353.5
30823,18:55.0,82,49.7,353.8
30824,19:02.4,81.5,81,351.6
30825,19:10.9,81.5,32.2,354
30826,19:19.5,81.5,-96.2,361
30827,19:27.0,81.5,23.6,355.8
30828,19:34.5,81.5,-35.5,359.5
30829,19:42.3,81.5,27.6,356.1
30830,19:51.3,81.5,51.8,354.7
30831,20:01.1,81.5,27.2,355.8
30832,20:11.1,81.5,-22.6,358.5
30833,20:15.5,81.5,-22.6,358.5
30834,20:22.3,81.5,51.6,354.9
30835,20:31.7,81.5,61.4,354
30836,20:35.5,81.5,61.4,354
30837,20:43.6,81.5,28.3,356.1
30838,20:51.1,81.5,47,355.4
30839,20:59.6,81.5,-20.6,358.6
