,time,soc,curr,volt
3990,18:30.5,55.5,2.1,333.4
3991,18:38.0,55.5,1.8,333.4
3992,18:45.6,55.5,1.8,333.3
3993,18:53.1,55.5,2,333.3
3994,19:00.6,55,7.8,333
3995,19:08.1,55,69.5,329.3
3996,19:15.6,55,40.6,330.7
3997,19:23.3,55,-19.5,333.7
3998,19:35.7,55,14.6,332.2
3999,19:43.3,55,26,331.5
4000,19:52.1,55,20.4,331.6
4001,19:59.7,55,-34.9,334.4
4002,20:07.4,55,-32.8,334.9
4003,20:14.7,55,3.6,333.1
4004,20:22.4,55,1.9,333.2
4005,20:29.7,55,2.1,333.2
4006,20:37.2,55,2.1,333.1
4007,20:44.6,55,2.1,333.1
4008,20:52.2,55,1.9,333.1
4009,20:59.7,55,2,333.1
4010,21:07.3,55,42.5,330.5
4011,21:14.8,55,-34.6,334.9
4012,21:22.2,55,2.1,333.1
4013,21:29.7,55,2,333.1
4014,21:37.3,55,2,333.1
4015,21:44.8,55,2,333.1
4016,21:52.3,55,2,333.1
4017,22:00.0,55,44,330.8
4018,22:07.3,55,11.4,332.1
4019,22:15.8,55,62.6,329
4020,22:23.5,55,15,331.7
4021,22:31.3,54.5,39,330.2
4022,22:40.6,54.5,9,331.8
4023,22:48.3,54.5,-36.6,334.4
4024,22:57.1,55,31.6,331.2
4025,23:04.4,54.5,-10.9,332.9
4026,23:11.8,55,-22.2,334.3
4027,23:20.1,54.5,99.7,327.7
4028,23:27.8,54.5,0.5,332.3
4029,23:35.3,54.5,-18.6,333.5
4030,23:42.9,54.5,3.9,332.2
4031,23:50.4,54.5,55.2,329.2
4032,23:58.0,54.5,18.3,331.1
4033,24:05.5,54.5,10.7,331.4
4034,24:13.0,54.5,-28.4,333.9
4035,24:20.4,54.5,-27.5,334.1
4036,24:28.2,54.5,2.2,332.6
4037,24:35.4,54.5,2.1,332.6
4038,24:42.9,54.5,2.1,332.6
4039,24:50.4,54.5,15.1,332
4040,24:58.0,54.5,-13.8,333
4041,25:05.9,54.5,25.7,331.5
4042,25:13.5,54.5,22.4,331.7
4043,25:20.9,54.5,-11.1,333.3
4044,25:28.4,54.5,19.7,331.7
4045,25:36.0,54.5,4.7,332.3
4046,25:43.5,54.5,43.2,330.5
4047,25:51.0,54.5,-19.1,333.6
4048,25:58.5,54.5,5.7,332.3
4049,26:06.0,54.5,-8.1,333.1
4050,26:13.7,54.5,4.6,332.5
4051,26:21.8,54.5,24.3,331.3
4052,26:29.6,54.5,-3.2,332.9
4053,26:37.1,54.5,2.3,332.6
4054,26:45.1,54.5,2,332.6
4055,26:52.8,54.5,1.8,332.6
4056,27:00.8,54.5,1.8,332.6
4057,27:08.8,54.5,1.8,332.6
4058,27:16.4,54.5,2,332.6
4059,27:23.7,54.5,2.9,332.6
4060,27:31.5,54.5,3.8,332.5
4061,27:39.5,54.5,4,332.5
4062,27:47.1,54.5,10.2,332.2
4063,27:54.6,54.5,3.6,332.5
4064,28:02.1,54.5,10.6,332.1
4065,28:09.6,54.5,2.3,332.6
4066,28:17.2,54.5,-4.3,332.8
4067,28:24.7,54.5,-1.2,332.6
4068,28:32.4,54.5,14.8,331.9
4069,28:39.9,54.5,-3.3,332.7
4070,28:47.9,54.5,-7.3,332.7
4071,28:55.9,54.5,17.5,331.8
4072,29:03.7,54,-6.9,333
4073,29:11.3,54,57.7,329.5
4074,29:18.7,54,2.5,332.3
4075,29:26.2,54,3.4,332.3
4076,29:33.7,54,4.9,332.2
4077,29:41.2,54,20.4,331.1
4078,29:48.8,54,55.2,329.3
4079,29:56.4,54,26.3,330.4
4080,30:03.8,54,-17.3,332.9
4081,30:11.2,54,20.8,330.6
4082,30:18.8,54,-15.2,333
4083,30:26.3,54,69.1,328.7
4084,30:33.8,54,2.2,331.9
4085,30:41.3,54,20.8,331.2
4086,30:49.0,54,-32.7,333.7
4087,30:56.5,54,-14.3,333.2
4088,31:04.1,54,45.3,329.3
4089,31:11.8,54,36.8,329.4
4090,31:19.3,53.5,26.6,330.2
4091,31:26.8,53.5,12.3,331.1
4092,31:34.4,53.5,8.3,331.2
4093,31:41.9,53.5,-49,333.2
4094,31:49.6,53.5,36.2,329.5
4095,31:57.3,53.5,55.6,328.5
4096,32:05.1,53.5,34.7,329.4
4097,32:12.6,53.5,43.5,329
4098,32:21.0,53.5,46.3,328.4
4099,32:28.6,53,72.7,326.7
4100,32:35.9,53,34.9,328.4
4101,32:43.6,53,40.3,328
4102,32:51.4,53,24.8,329.3
4103,32:58.9,53,9.5,330.3
4104,33:06.4,53,15,330.1
4105,33:14.3,53,39.2,328.7
4106,33:23.3,53,24.9,329.1
4107,33:31.2,53,74.9,326.8
4108,33:41.0,53,56.9,327.2
4109,33:48.4,52.5,26.4,328.9
4110,33:56.0,52.5,52,327.8
4111,34:03.5,52.5,55.2,327.4
4112,34:11.0,52.5,46.8,327.5
4113,34:18.5,52.5,48.2,327.5
4114,34:31.1,52.5,59.6,326.7
4115,34:38.5,52.5,-53.6,332.9
4116,34:46.0,52.5,-11.5,331.4
4117,34:53.6,52.5,-8.1,331.7
4118,35:01.1,52.5,-44.4,333.3
4119,35:08.8,52.5,1.5,331.9
4120,35:16.6,52.5,16.5,330.9
4121,35:24.3,52.5,81.8,327
4122,35:31.6,52.5,57.5,327.6
4123,35:39.1,52.5,0.4,330.5
4124,35:46.6,52.5,59.8,327.5
4125,35:54.1,52,102.7,324.6
4126,36:01.6,52,-57.1,332.7
4127,36:09.1,52,3.1,330.4
4128,36:16.6,52,71.2,327.1
4129,36:24.1,52,77.1,325.7
4130,36:31.6,52,-32.8,331.2
4131,36:39.2,52,40.8,327.7
4132,36:46.7,51.5,62.5,326.2
4133,36:54.4,51.5,33.4,327.3
4134,37:02.2,51.5,32.6,327.5
4135,37:09.7,51.5,52.8,326.1
4136,37:17.2,51.5,-17.5,330.2
4137,37:24.7,51.5,34.3,327.7
4138,37:32.2,51.5,54.2,326.3
4139,37:39.7,51.5,55.1,326.1
4140,37:54.7,51,75.3,324.8
4141,37:54.7,51,75.3,324.8
4142,37:58.9,51,-6.2,328.4
4143,38:07.7,51,-62.3,331.7
4144,38:15.2,51,-53.4,332.1
4145,38:22.8,51,61.3,325.9
4146,38:30.3,51,12.9,328
4147,38:37.8,51,25.3,327.4
4148,38:46.3,51,54.4,326.2
4149,38:53.8,50.5,53.5,325.8
4150,39:01.3,50.5,-5.8,329
4151,39:08.8,50.5,21.8,327.8
4152,39:16.8,50.5,38.8,326.7
4153,39:24.4,50.5,14.8,328.1
4154,39:32.1,50.5,6,328.7
4155,39:39.8,50.5,35.3,327.1
4156,39:47.5,50.5,52.3,326
4157,39:56.1,50.5,53.9,325.5
4158,40:03.4,50,27.3,326.6
4159,40:10.8,50,35.2,326.1
4160,40:18.4,50,40.8,326.1
4161,40:26.1,50,-6.5,328.9
4162,40:33.4,50,17.1,327.7
4163,40:41.2,50,25.2,327.2
4164,40:48.4,50,24,327.3
4165,40:56.1,50,16.3,327.7
4166,41:03.4,50,37.7,326.5
4167,41:10.9,50,27.1,327
4168,41:18.4,50,27.8,326.9
4169,41:26.0,50,6.5,328.4
4170,41:33.5,50,27.7,327.2
4171,41:41.2,49.5,-0.7,328.4
4172,41:48.7,49.5,-14.1,329.4
4173,41:57.0,49.5,23.5,327.6
4174,42:06.2,49.5,21.4,327.6
4175,42:13.8,49.5,43.4,326.8
4176,42:21.5,49.5,45.8,326.1
4177,42:29.0,49.5,27.6,326.7
4178,42:36.5,49.5,43.1,325.8
4179,42:44.1,49.5,38.5,326.1
4180,42:51.6,49.5,39.5,326
4181,42:59.3,49.5,66.2,324.6
4182,43:09.6,49,46.6,325.1
4183,43:17.1,49,20.1,326.6
4184,43:24.6,49,24.5,326.5
4185,43:32.3,49,17.1,327.2
4186,43:39.9,49,82.3,324.5
4187,43:47.1,49,93.9,322.2
4188,43:54.6,49,-65.1,330.6
4189,44:02.1,49,3.7,328.4
4190,44:09.6,49,49.4,325.7
4191,44:17.1,49,13.3,327.2
4192,44:24.6,49,-10.9,328.7
4193,44:32.1,49,-12.7,329
4194,44:39.6,49,27.9,327.1
4195,44:47.2,49,60.4,325.1
4196,44:55.1,48.5,28.2,326.4
4197,45:02.9,48.5,63.6,324.2
4198,45:10.2,48.5,31.7,325.6
4199,45:17.7,48.5,-6.1,328.4
4200,45:25.2,48.5,27.3,326.5
4201,45:32.7,48.5,44.2,325.5
4202,45:40.2,48.5,27.6,326.2
4203,45:47.8,48.5,45,325.4
4204,45:55.5,48.5,41.2,325.3
4205,46:03.2,48.5,43.9,325.1
4206,46:11.5,48,41.3,324.7
4207,46:18.8,48,55.6,324.3
4208,46:26.7,48,12.4,326.3
4209,46:34.4,48,26.2,325.8
4210,46:43.2,48,9,326.7
4211,46:50.8,48,31.3,325.7
4212,46:58.3,48,9.6,326.4
4213,47:05.9,48,-12.4,328.2
4214,47:13.3,48,-66.3,331.1
4215,47:20.8,48,-0.8,328.6
4216,47:28.3,48,80.3,323.7
4217,47:35.9,48,10.9,327.4
4218,47:43.3,48,-17.7,329
4219,47:50.8,48,-15.4,329.4
4220,47:58.4,48,35.2,326
4221,48:06.2,48,36.3,325.9
4222,48:14.2,48,-22.7,329.3
4223,48:21.9,48,-15.8,329.2
4224,48:29.4,48,2.8,328
4225,48:37.1,48,2.8,328.3
4226,48:44.6,48,68.7,324.7
4227,48:51.9,47.5,33.4,326
4228,48:59.7,47.5,31,326.2
4229,49:08.4,47.5,-18.1,329
4230,49:15.9,48,9.3,328.1
4231,49:23.7,48,14.2,327.7
4232,49:35.7,48,48.2,326.3
4233,49:43.2,47.5,9.8,327.5
4234,49:54.5,47.5,-31.9,329.9
4235,50:02.0,47.5,52.9,326
4236,50:09.5,47.5,-7.7,328.4
4237,50:17.1,47.5,-16.1,328.8
4238,50:24.5,47.5,-7.1,328.9
4239,50:32.2,47.5,32.8,326.6
4240,50:40.0,47.5,-10,329.1
4241,50:47.5,47.5,36.3,326.7
4242,50:55.3,47.5,-8.4,328.9
4243,51:03.2,47.5,13.8,327.8
4244,51:11.3,47.5,22.9,327.3
4245,51:19.1,47.5,-8.8,328.9
4246,51:26.5,47.5,3.9,328.1
4247,51:34.8,47.5,22.7,327.2
4248,51:42.6,47.5,-15.2,329.1
4249,51:50.3,47.5,-9.1,328.9
4250,51:58.2,47.5,34.4,326.8
4251,52:05.8,47.5,27.1,327.1
4252,52:19.7,47.5,3,328.3
4253,52:33.1,47.5,-6.6,328.3
4254,52:47.0,47.5,-5,328.5
4255,53:01.0,47.5,21.5,327.1
4256,53:14.8,47.5,24.5,326.9
4257,53:28.6,47.5,11.1,327.4
4258,53:42.4,47.5,17.7,327.1
4259,53:56.4,47.5,5.3,327.7
4260,54:10.4,47,1.4,328
4261,54:24.9,47,3.9,327.9
4262,54:38.6,47,1.5,328.2
4263,34:07.9,47,0,329
4264,34:22.0,47,3.4,328.8
4265,34:35.6,47,3.9,328.7
4266,34:49.7,47,3.5,328.7
4267,35:03.2,47,3.7,328.7
4268,35:17.3,47,3.5,328.7
4269,35:31.3,47,3.4,328.6
4270,35:45.3,47,3.6,328.6
4271,35:59.5,47,44.9,326.6
4272,36:13.3,47,-26.8,330
4273,36:27.5,47,-26,329.9
4274,36:41.3,47,15.4,328
4275,36:54.8,47,-2.9,329
4276,37:08.4,47,-14.2,329.5
4277,37:27.5,47,2.5,328.2
4278,37:27.5,47,2.5,328.2
4279,37:41.5,47,-68.6,331.9
4280,37:55.3,47,21.8,327.3
4281,38:09.0,47,-86.5,332.4
4282,38:23.1,47,2.4,328.3
4283,38:36.9,47,1.5,328.4
4284,38:50.6,47,2.1,328.3
4285,39:08.9,47,55.1,324.8
4286,39:09.6,47,55.1,324.8
4287,39:23.1,46.5,145.3,320.4
4288,39:37.0,46.5,-91.8,332.8
4289,39:56.1,46.5,-112.1,333.7
4290,40:10.0,46.5,2.6,328
4291,40:23.8,46.5,3.4,328
4292,40:37.5,46.5,2.7,328
4293,40:51.2,46.5,4.5,327.3
4294,41:05.2,46.5,-3.4,328.5
4295,41:19.0,46.5,47.4,325.6
4296,41:32.6,46.5,3.7,327.8
4297,41:46.1,46.5,3.4,327.7
4298,29:33.0,46.5,3.4,328.5
4299,29:40.6,46.5,4.1,328.4
4300,29:48.2,46.5,4.5,328.3
4301,29:55.6,46.5,4.2,328.3
4302,30:03.1,46.5,3.7,328.3
4303,30:10.7,46.5,4,328.3
4304,30:18.2,46.5,4,328.3
4305,30:25.7,46.5,4,328.3
4306,30:33.2,46.5,3.9,328.2
4307,30:41.2,46.5,3.8,328.2
4308,30:48.7,46.5,3.8,328.2
4309,30:56.2,46.5,3.6,328.2
4310,31:03.9,46.5,3.8,328.2
4311,31:11.7,46.5,3.4,328.2
4312,31:19.7,46.5,3.1,328.2
4313,31:27.4,46.5,3.1,328.2
4314,31:35.2,46.5,3.2,328.2
4315,31:42.9,46.5,3,328.2
4316,31:50.9,46.5,3.1,328.2
4317,31:58.8,46.5,2.9,328.2
4318,32:06.5,46.5,2.4,328.2
4319,32:14.0,46.5,2.2,328.2
4320,32:22.2,46.5,2.3,328.3
4321,32:30.3,46.5,2.2,328.2
4322,32:38.8,46.5,2.3,328.2
4323,32:46.3,46.5,2.4,328.2
4324,32:53.8,46.5,2.4,328.2
4325,33:01.8,46.5,2.2,328.2
4326,33:09.3,46.5,2.1,328.2
4327,33:17.3,46.5,2.2,328.2
4328,33:24.9,46.5,2.7,328.2
4329,33:32.8,46.5,2.7,328.2
4330,33:40.4,46.5,2.3,328.2
4331,33:48.0,46.5,2.4,328.2
4332,33:55.9,46.5,2.4,328.2
4333,34:03.9,46.5,2.9,328.2
4334,34:11.9,46.5,2.8,328
4335,34:19.9,46.5,2.2,328.2
4336,34:27.4,46.5,2.6,328.2
4337,34:34.9,46.5,2.1,328.2
4338,34:42.6,46.5,2.1,328.2
4339,34:49.9,46.5,2.6,328.2
4340,34:57.4,46.5,2.2,328.2
4341,35:05.4,46.5,2.8,328.2
4342,35:12.9,46.5,2.4,328.2
4343,35:20.4,46.5,2.3,328.2
4344,35:27.9,46.5,2.8,328.2
4345,35:35.4,46.5,2.4,328.2
4346,35:42.9,46.5,2.7,328.1
4347,35:50.4,46.5,2.1,328.2
4348,35:57.9,46.5,2.1,328.2
4349,36:05.4,46.5,2.5,328.1
4350,36:13.0,46.5,2.3,328.1
4351,36:20.5,46,2.7,328.1
4352,36:28.2,46,4.1,328
4353,36:35.7,46,3,328.1
4354,36:43.7,46,2.8,328.1
4355,36:51.5,46,17.4,327.4
4356,36:59.0,46,-23.7,329.2
4357,37:06.7,46,-20.2,329
4358,37:14.7,46,-6.9,327.8
4359,37:22.7,46,3.9,327.7
4360,37:30.5,46,22.1,327
4361,37:38.2,46,139.2,320.5
4362,37:51.5,46,78.2,323.2
4363,37:51.5,46,78.2,323.2
4364,38:02.5,46,-46,329.2
4365,38:10.6,46,2.9,327.7
4366,38:18.1,46,2.7,327.6
4367,38:25.6,46,3.4,327.7
4368,38:33.1,46,2.8,327.7
4369,38:40.8,46,6.9,327.5
4370,38:48.6,46,2.7,327.7
4371,38:56.4,46,1.6,327.4
4372,39:04.1,46,192.2,317.5
4373,39:11.9,45.5,-35.4,328.3
4374,39:19.7,46,-99.4,332.8
4375,39:27.7,46,2.2,327.6
4376,39:35.3,46,2.6,327.5
4377,39:42.9,46,13.2,327
4378,39:50.6,46,-7.2,327.7
4379,39:58.1,46,43.5,325.3
4380,40:05.7,45.5,55.1,324.1
4381,40:13.2,45.5,-70.6,330.9
4382,40:20.7,45.5,4.9,327.4
4383,40:29.2,45.5,57.3,324.4
4384,40:44.3,45.5,15.9,326.8
4385,40:51.7,45.5,-17.7,328
4386,40:59.4,45.5,3.5,327.2
4387,41:06.7,45.5,2.8,327.3
4388,41:14.5,45.5,3.4,327.1
4389,41:21.7,45.5,3.8,327.3
4390,41:29.3,45.5,3.8,327.3
4391,41:37.4,45.5,3.6,327.3
4392,41:44.9,45.5,10.4,327
4393,41:52.4,45.5,14.8,326.5
4394,42:00.0,45.5,-2.4,327.8
4395,42:07.4,45.5,-32.4,328.2
4396,42:15.6,45.5,52.5,324.5
4397,42:23.3,45.5,-40.5,328.6
4398,42:30.8,45.5,-47.2,329.3
4399,42:38.6,45.5,-5.1,327.8
4400,42:46.4,45.5,3.2,326.9
4401,42:53.8,45.5,3.5,327.2
4402,43:01.4,45.5,3.3,327
4403,43:08.9,45.5,3.4,327.3
4404,43:16.4,45.5,2.9,327.3
4405,43:23.9,45.5,3.2,327.3
4406,43:31.9,45.5,3.4,327.3
4407,43:39.4,45.5,3.5,327
4408,43:47.1,45.5,3.6,327.3
4409,43:54.4,45.5,3.6,327.3
4410,44:01.9,45.5,3.1,327.3
4411,44:10.1,45.5,3.1,327.3
4412,44:17.5,45.5,3.6,327.1
4413,44:25.1,45.5,7.1,327.2
4414,44:32.5,45.5,-6.2,327.4
4415,44:40.0,45.5,27.7,326
4416,44:47.4,45.5,64.1,323.8
4417,44:54.9,45.5,92.5,322.7
4418,45:03.3,45,-36.5,328.8
4419,45:11.2,45,53.8,323.7
4420,45:20.0,45,-56.7,330.3
4421,45:27.5,45,3.4,327.2
4422,45:35.0,45,3.5,327.2
4423,45:42.5,45,2.8,327.2
4424,45:50.2,45,3.3,326.9
4425,45:57.8,45,3.1,327.2
4426,46:05.7,45,3.4,327
4427,46:13.7,45,3.4,327.3
4428,46:21.8,45,2.7,327.3
4429,46:29.6,45,17.9,326.5
4430,46:37.3,45,79,323.2
4431,46:44.8,45,4.1,326.4
4432,46:52.8,45,12.9,326
4433,47:00.6,45,-27.9,328.6
4434,47:08.4,45,-3.9,327.7
4435,47:16.1,45,2.8,327.2
4436,47:23.6,45,3.4,327.2
4437,47:31.3,45,3.4,327.2
4438,47:39.1,45,3.4,327.1
4439,47:46.6,45,3.3,327.2
4440,47:54.1,45,2.3,327.2
4441,48:01.7,45,3.3,327.1
4442,48:09.2,45,3.4,327.2
4443,48:16.7,45,3.4,326.9
4444,48:24.1,45,3.4,327.2
4445,48:31.7,45,2.7,327.2
4446,48:39.3,45,3.4,327.2
4447,48:47.3,45,2.8,327.3
4448,48:54.8,45,34.7,325.3
4449,49:02.8,45,4.2,326.9
4450,49:10.3,45,47.3,324.8
4451,49:18.0,45,16.3,326.3
4452,49:25.3,45,29,325.8
4453,49:39.4,44.5,2.9,325.5
4454,49:39.4,44.5,2.9,325.5
4455,49:44.0,44.5,-38.5,328.4
4456,49:51.8,45,-34.4,329
4457,49:59.3,45,-12.2,327.9
4458,50:06.8,45,-22,328.3
4459,50:14.6,44.5,23.2,325.9
4460,50:24.5,44.5,107,320.9
4461,50:32.3,44.5,-13.2,327.7
4462,50:39.8,44.5,3.4,326.6
4463,50:47.3,44.5,38.1,325
4464,50:54.9,44.5,29.2,325.1
4465,51:02.5,44.5,101.7,321.2
4466,51:10.4,44.5,-36.3,327.9
4467,51:17.8,44.5,-62.5,329.7
4468,51:25.3,44.5,-84.2,330.7
4469,51:32.9,44.5,5.7,326.6
4470,51:40.4,44.5,2.7,327
4471,51:47.9,44.5,-9,327.4
4472,51:55.4,44.5,0.4,326.6
4473,52:02.9,44.5,18.9,326.1
4474,52:10.7,44.5,1.4,327
4475,52:18.4,44.5,-9.3,327.4
4476,52:25.9,44.5,23.5,325.5
4477,52:33.4,44.5,-8.6,326.7
4478,52:40.9,44.5,81.8,322
4479,52:50.6,44.5,8.7,325.5
4480,52:58.5,44,161.3,316.6
4481,53:06.2,44,40.8,323.8
4482,53:13.5,44,61.7,322.3
4483,53:21.3,44,62.4,322
4484,53:37.8,44,99.7,319.8
4485,53:38.4,44,99.7,319.8
4486,53:41.0,43.5,-51.7,328
4487,53:52.6,44,-53.2,328.2
4488,54:00.7,44,-31.6,328.1
4489,54:08.7,44,18.9,325.3
4490,54:16.5,44,-12.6,327.3
4491,54:24.0,44,7.3,326.2
4492,54:31.6,44,12.6,326
4493,54:39.2,44,39.2,324.4
4494,54:48.6,44,30.5,324.6
4495,54:56.1,44,-17.3,326.9
4496,55:03.9,44,68,322
4497,55:11.6,43.5,92.9,319.6
4498,55:20.0,43.5,33.4,322.8
4499,55:27.6,43.5,54.1,321.8
4500,55:40.5,43.5,58.1,321.8
4501,55:48.2,43.5,42.3,322.9
4502,55:57.3,43,5.7,324.8
4503,56:15.4,43,52.9,322.3
4504,56:15.5,43,52.9,322.3
4505,56:15.5,43,52.9,322.3
4506,56:16.8,43,-16.5,325.5
4507,56:25.6,43,93,319.9
4508,56:33.2,43,-8,323.9
4509,56:41.2,43,54.7,321
4510,56:48.7,42.5,-9.9,324.1
4511,56:56.2,42.5,7.2,324.2
4512,57:03.7,42.5,29.4,323.3
4513,57:11.2,42.5,46.6,321.8
4514,57:18.9,42.5,51.5,321.1
4515,57:27.9,42.5,11.5,323.9
4516,57:36.4,42.5,-51.3,326.9
4517,57:46.0,42.5,-22.3,325.9
4518,57:53.3,42.5,17.9,323.5
4519,58:00.8,42.5,-2.1,324.8
4520,58:09.1,42.5,28,323.4
4521,58:17.8,42.5,40.7,321.7
4522,58:26.3,42.5,-2.6,324.9
4523,58:34.6,42,41.6,322.5
4524,58:56.3,42,71.7,320.4
4525,58:56.3,42,71.7,320.4
4526,58:56.3,42,71.7,320.4
4527,59:01.6,42,16,323.7
4528,59:09.0,42,55.1,321.5
4529,59:16.6,42,36,322.4
4530,59:24.0,42,-28.3,325
4531,59:31.5,42,5.6,324.1
4532,59:39.0,42,-50.6,327.3
4533,59:46.5,42,29,323.2
4534,59:54.0,42,145.4,317.2
4535,00:01.5,42,-8.3,324.8
4536,00:09.0,41.5,20.3,322.8
4537,00:16.5,41.5,14.3,322.9
4538,00:24.1,41.5,-4.8,324.4
4539,00:31.6,41.5,-54.9,326.5
4540,00:40.8,41.5,39.5,322.3
4541,00:48.8,41.5,44.3,321.9
4542,00:56.6,41.5,57.7,321.1
4543,01:05.1,41.5,47.3,322
4544,01:16.6,41.5,-55.6,327.3
4545,01:24.6,41.5,-32.9,326.4
4546,01:32.1,41.5,15.4,324.3
4547,01:39.7,41.5,-51.4,327.6
4548,01:47.4,41.5,8.3,324.2
4549,01:55.2,41.5,21.8,323.8
4550,02:02.6,41.5,48.8,322
4551,02:12.3,41.5,96.2,319.1
4552,02:19.7,41,32.1,322.3
4553,02:27.2,41,-11.8,324.7
4554,02:34.8,41,22.7,323.2
4555,02:42.2,41,21.5,323.2
4556,02:49.9,41,48.6,321.7
4557,02:57.7,41,-61.5,326.6
4558,03:08.4,41,73.7,319.8
4559,03:15.7,41,73.5,319.9
4560,03:23.3,41,-60.9,327.5
4561,03:30.9,41,-18.1,325.5
4562,03:40.1,41,-11.2,325
4563,03:47.7,41,129.3,317.3
4564,03:55.3,41,-32.3,325.9
4565,04:02.8,40.5,33.3,322.2
4566,04:10.3,40.5,-22.9,325
4567,04:18.1,40.5,-27.7,325.4
4568,04:25.8,40.5,-15.4,324.5
4569,04:34.0,40.5,45.6,321.7
4570,04:44.3,40.5,45.6,321.7
4571,04:44.9,40.5,45.6,321.7
4572,04:54.2,40.5,17,323.3
4573,05:01.8,40.5,32.1,322.4
4574,05:09.9,40.5,-53.8,326.7
4575,05:19.5,40.5,-38.7,326.9
4576,05:27.3,40.5,35.5,322.6
4577,05:34.9,40.5,10.9,323.9
4578,05:42.4,40.5,-40.8,326.6
4579,05:50.2,40.5,0.2,324.6
4580,05:57.9,40.5,69.6,320.7
4581,06:05.4,40.5,-69.6,327.5
4582,06:12.9,40.5,41.9,322.3
4583,06:20.4,40.5,5.1,324.4
4584,06:27.9,40.5,62.5,321
4585,06:35.4,40.5,65,321
4586,06:42.9,40,-26.6,325.5
4587,06:50.5,40.5,-39.7,326.9
4588,06:58.0,40,85,320
4589,07:06.1,40,40.6,322.5
4590,07:13.5,40,-8.7,325
4591,07:22.2,40,-38,326.3
4592,07:39.0,40,37.3,322.7
4593,07:39.0,40,37.3,322.7
4594,07:41.7,40,-0.3,325
4595,07:47.7,40,-0.3,325
4596,07:59.1,40,46.4,322.4
4597,08:15.8,40,42,322.7
4598,08:16.4,40,42,322.7
4599,08:16.9,40,42,322.7
4600,08:27.0,40,59.7,321.7
4601,08:35.7,40,85.6,319.6
4602,08:44.1,40,-59.6,326.9
4603,08:51.6,40,22.7,323.7
4604,08:59.1,40,-15.3,325.3
4605,09:06.7,40,-38.6,326.9
4606,09:14.2,40,89.3,320
4607,09:21.6,40,7.8,324.2
4608,09:29.7,40,9.2,323.6
4609,09:37.8,40,-34.8,326.6
4610,09:45.7,40,16.1,324.3
4611,09:53.1,40,64.6,321.2
4612,10:00.8,40,2.1,324.8
4613,10:08.1,40,14.4,324.2
4614,10:15.8,40,2,324.8
4615,10:23.9,40,1.3,324.8
4616,10:31.2,40,2.5,324.8
4617,10:44.1,40,5.7,324.6
4618,10:52.1,40,18.9,323.9
4619,10:59.7,40,20.9,323.8
4620,11:07.2,40,-8,325.1
4621,11:15.3,40,15.8,323.8
4622,11:22.8,39.5,33.9,322.6
4623,11:30.5,39.5,22.6,323.2
4624,11:38.5,39.5,7.7,324.2
4625,11:46.0,39.5,-10.7,325.1
4626,11:54.0,39.5,14.9,323.7
4627,12:02.0,39.5,20.1,323.6
4628,12:09.8,39.5,14.7,323.6
4629,12:17.5,39.5,-2.2,324.8
4630,12:25.3,39.5,15.1,323.7
4631,12:33.0,39.5,-17.7,325.8
4632,12:42.7,39.5,15.5,324.2
4633,12:46.7,39.5,15.5,324.2
4634,12:51.7,39.5,15.5,324.2
4635,12:53.8,39.5,-5.9,325.5
4636,13:01.8,39.5,3.5,324.8
4637,13:09.4,39.5,10.3,324.6
4638,13:17.3,39.5,-10.5,325.6
4639,13:24.9,39.5,39.8,323
4640,13:32.4,39.5,28.5,323.6
4641,13:39.9,39.5,47.9,322.4
4642,13:47.4,39.5,-36.2,327.1
4643,13:54.9,39.5,2.4,325
4644,14:02.4,39.5,2.4,325
4645,14:10.6,39.5,0.7,325.1
4646,14:17.9,39.5,6.1,324.8
4647,14:25.4,39.5,2.5,325
4648,14:33.2,39.5,2.6,324.7
4649,14:41.0,39.5,2.6,325
4650,14:48.5,39.5,1.4,325.1
4651,14:56.0,39.5,17.9,324.1
4652,15:03.5,39.5,19.4,324
4653,15:11.2,39.5,-0.3,325.2
4654,15:20.8,39.5,69.5,321.6
4655,15:28.5,39.5,1.4,325.1
4656,15:36.9,39.5,2.9,325
4657,15:44.5,39.5,-11.7,325.5
4658,15:52.2,39.5,60.7,321.7
4659,15:59.5,39.5,19.1,323.6
4660,16:07.0,39.5,-7.6,325
4661,16:15.1,39.5,2.2,324.4
4662,16:33.5,39.5,34.4,322.9
4663,16:34.1,39.5,34.4,322.9
4664,16:46.3,39.5,23.8,323.2
4665,16:46.5,39.5,23.8,323.2
4666,17:01.1,39,1.5,324.3
4667,17:01.1,39,1.5,324.3
4668,17:13.4,39,68.7,320.8
4669,17:13.4,39,68.7,320.8
4670,17:22.6,39,21.1,322.5
4671,17:30.7,39,35.4,321.4
4672,17:38.1,39,116,317
4673,17:45.7,38.5,-21.7,324.1
4674,18:01.0,38.5,2.8,323.3
4675,18:01.6,38.5,2.8,323.3
4676,18:03.7,39,-54.2,327
4677,18:11.4,38.5,118,317.8
4678,18:19.2,38.5,39,321.4
4679,18:26.8,38.5,-46.5,325.2
4680,18:34.6,38.5,32.1,321.3
4681,18:42.2,38.5,-32.8,325.1
4682,18:50.9,38.5,-119.7,329.7
4683,18:59.5,38.5,44.6,321.9
4684,19:07.9,38.5,1.1,324.2
4685,19:16.7,38.5,4.4,324.1
4686,19:24.2,38.5,-11.9,324.8
4687,19:42.7,38.5,3,323.7
4688,19:43.1,38.5,3,323.7
4689,19:56.4,38.5,2.7,324.2
